index,지역명,연도,월,평당분양가격,전용면적
2053,경기,2017,10,12437.699999999999,85m²~102m²
2054,경기,2017,10,13229.699999999999,102m²~
2055,부산,2017,10,12285.9,모든면적
2056,부산,2017,10,11837.099999999999,60m²
2057,부산,2017,10,12325.5,60m²~85m²
2058,부산,2017,10,11398.199999999999,85m²~102m²
2059,부산,2017,10,11711.699999999999,102m²~
2060,대구,2017,10,12668.699999999999,모든면적
2061,대구,2017,10,11398.199999999999,60m²
2062,대구,2017,10,12619.199999999999,60m²~85m²
2063,대구,2017,10,,85m²~102m²
2064,대구,2017,10,13440.9,102m²~
2065,광주,2017,10,9609.6,모든면적
2066,광주,2017,10,9160.8,60m²
2067,광주,2017,10,9589.8,60m²~85m²
2068,광주,2017,10,9504.0,85m²~102m²
2069,광주,2017,10,9952.8,102m²~
2070,대전,2017,10,9005.699999999999,모든면적
2071,대전,2017,10,9005.699999999999,60m²
2072,대전,2017,10,8959.5,60m²~85m²
2073,대전,2017,10,10121.1,85m²~102m²
2074,대전,2017,10,,102m²~
2075,울산,2017,10,11170.5,모든면적
2076,울산,2017,10,9583.199999999999,60m²
2077,울산,2017,10,11180.4,60m²~85m²
2078,울산,2017,10,,85m²~102m²
2079,울산,2017,10,9111.3,102m²~
2080,세종,2017,10,9104.699999999999,모든면적
2081,세종,2017,10,9108.0,60m²
2082,세종,2017,10,8985.9,60m²~85m²
2083,세종,2017,10,9207.0,85m²~102m²
2084,세종,2017,10,9197.1,102m²~
2085,강원,2017,10,7520.7,모든면적
2086,강원,2017,10,7342.5,60m²
2087,강원,2017,10,7477.799999999999,60m²~85m²
2088,강원,2017,10,6639.599999999999,85m²~102m²
2089,강원,2017,10,7893.599999999999,102m²~
2090,충북,2017,10,6798.0,모든면적
2091,충북,2017,10,7134.599999999999,60m²
2092,충북,2017,10,6791.4,60m²~85m²
2093,충북,2017,10,8457.9,85m²~102m²
2094,충북,2017,10,8250.0,102m²~
2095,충남,2017,10,7533.9,모든면적
2096,충남,2017,10,7926.599999999999,60m²
2097,충남,2017,10,7583.4,60m²~85m²
2098,충남,2017,10,9777.9,85m²~102m²
2099,충남,2017,10,8655.9,102m²~
2100,전북,2017,10,7200.599999999999,모든면적
2101,전북,2017,10,7454.7,60m²
2102,전북,2017,10,7170.9,60m²~85m²
2103,전북,2017,10,,85m²~102m²
2104,전북,2017,10,7055.4,102m²~
2105,전남,2017,10,7606.5,모든면적
2106,전남,2017,10,7936.5,60m²
2107,전남,2017,10,7471.2,60m²~85m²
2108,전남,2017,10,7560.299999999999,85m²~102m²
2109,전남,2017,10,7903.5,102m²~
2110,경북,2017,10,7811.099999999999,모든면적
2111,경북,2017,10,7797.9,60m²
2112,경북,2017,10,7774.799999999999,60m²~85m²
2113,경북,2017,10,9461.1,85m²~102m²
2114,경북,2017,10,9797.699999999999,102m²~
2115,경남,2017,10,8038.799999999999,모든면적
2116,경남,2017,10,8520.6,60m²
2117,경남,2017,10,7966.2,60m²~85m²
2118,경남,2017,10,9804.3,85m²~102m²
2119,경남,2017,10,9847.199999999999,102m²~
2120,제주,2017,10,10632.599999999999,모든면적
2121,제주,2017,10,17754.0,60m²
2122,제주,2017,10,10395.0,60m²~85m²
2123,제주,2017,10,,85m²~102m²
2124,제주,2017,10,,102m²~
2125,서울,2017,11,21968.1,모든면적
2126,서울,2017,11,22872.3,60m²
2127,서울,2017,11,19466.7,60m²~85m²
2128,서울,2017,11,24126.3,85m²~102m²
2129,서울,2017,11,22704.0,102m²~
2130,인천,2017,11,10890.0,모든면적
2131,인천,2017,11,10989.0,60m²
2132,인천,2017,11,10909.8,60m²~85m²
2133,인천,2017,11,11368.5,85m²~102m²
2134,인천,2017,11,15955.5,102m²~
2135,경기,2017,11,11738.099999999999,모든면적
2136,경기,2017,11,12295.8,60m²
2137,경기,2017,11,11639.099999999999,60m²~85m²
2138,경기,2017,11,12035.099999999999,85m²~102m²
2139,경기,2017,11,13289.099999999999,102m²~
2140,부산,2017,11,12606.0,모든면적
2141,부산,2017,11,12276.0,60m²
2142,부산,2017,11,12467.4,60m²~85m²
2143,부산,2017,11,12256.199999999999,85m²~102m²
2144,부산,2017,11,12813.9,102m²~
2145,대구,2017,11,12071.4,모든면적
2146,대구,2017,11,11437.8,60m²
2147,대구,2017,11,12058.199999999999,60m²~85m²
2148,대구,2017,11,,85m²~102m²
2149,대구,2017,11,12464.099999999999,102m²~
2150,광주,2017,11,9553.5,모든면적
2151,광주,2017,11,9160.8,60m²
2152,광주,2017,11,9530.4,60m²~85m²
2153,광주,2017,11,,85m²~102m²
2154,광주,2017,11,9454.5,102m²~
2155,대전,2017,11,9180.6,모든면적
2156,대전,2017,11,8886.9,60m²
2157,대전,2017,11,9117.9,60m²~85m²
2158,대전,2017,11,10121.1,85m²~102m²
2159,대전,2017,11,,102m²~
2160,울산,2017,11,11134.199999999999,모든면적
2161,울산,2017,11,9583.199999999999,60m²
2162,울산,2017,11,11147.4,60m²~85m²
2163,울산,2017,11,,85m²~102m²
2164,울산,2017,11,9111.3,102m²~
2165,세종,2017,11,9108.0,모든면적
2166,세종,2017,11,9108.0,60m²
2167,세종,2017,11,8985.9,60m²~85m²
2168,세종,2017,11,9207.0,85m²~102m²
2169,세종,2017,11,9279.6,102m²~
2170,강원,2017,11,7652.7,모든면적
2171,강원,2017,11,7398.599999999999,60m²
2172,강원,2017,11,7619.7,60m²~85m²
2173,강원,2017,11,7335.9,85m²~102m²
2174,강원,2017,11,9078.3,102m²~
2175,충북,2017,11,6854.099999999999,모든면적
2176,충북,2017,11,7269.9,60m²
2177,충북,2017,11,6850.799999999999,60m²~85m²
2178,충북,2017,11,7494.299999999999,85m²~102m²
2179,충북,2017,11,8263.199999999999,102m²~
2180,충남,2017,11,7451.4,모든면적
2181,충남,2017,11,7929.9,60m²
2182,충남,2017,11,7494.299999999999,60m²~85m²
2183,충남,2017,11,,85m²~102m²
2184,충남,2017,11,7533.9,102m²~
2185,전북,2017,11,7260.0,모든면적
2186,전북,2017,11,7454.7,60m²
2187,전북,2017,11,7233.599999999999,60m²~85m²
2188,전북,2017,11,,85m²~102m²
2189,전북,2017,11,8055.299999999999,102m²~
2190,전남,2017,11,7883.7,모든면적
2191,전남,2017,11,7821.0,60m²
2192,전남,2017,11,7797.9,60m²~85m²
2193,전남,2017,11,7560.299999999999,85m²~102m²
2194,전남,2017,11,8220.3,102m²~
2195,경북,2017,11,7887.0,모든면적
2196,경북,2017,11,7943.099999999999,60m²
2197,경북,2017,11,7863.9,60m²~85m²
2198,경북,2017,11,,85m²~102m²
2199,경북,2017,11,9850.5,102m²~
2200,경남,2017,11,8649.3,모든면적
2201,경남,2017,11,8976.0,60m²
2202,경남,2017,11,8517.3,60m²~85m²
2203,경남,2017,11,9616.199999999999,85m²~102m²
2204,경남,2017,11,9365.4,102m²~
2205,제주,2017,11,11748.0,모든면적
2206,제주,2017,11,17754.0,60m²
2207,제주,2017,11,11474.099999999999,60m²~85m²
2208,제주,2017,11,,85m²~102m²
2209,제주,2017,11,,102m²~
2210,서울,2017,12,22129.8,모든면적
2211,서울,2017,12,23116.5,60m²
2212,서울,2017,12,19364.399999999998,60m²~85m²
2213,서울,2017,12,24677.399999999998,85m²~102m²
2214,서울,2017,12,22822.8,102m²~
2215,인천,2017,12,10949.4,모든면적
2216,인천,2017,12,11068.199999999999,60m²
2217,인천,2017,12,10969.199999999999,60m²~85m²
2218,인천,2017,12,11477.4,85m²~102m²
2219,인천,2017,12,15955.5,102m²~
2220,경기,2017,12,11936.099999999999,모든면적
2221,경기,2017,12,12635.699999999999,60m²
2222,경기,2017,12,11721.599999999999,60m²~85m²
2223,경기,2017,12,12196.8,85m²~102m²
2224,경기,2017,12,13632.3,102m²~
2225,부산,2017,12,12678.599999999999,모든면적
2226,부산,2017,12,12332.099999999999,60m²
2227,부산,2017,12,12549.9,60m²~85m²
2228,부산,2017,12,12183.599999999999,85m²~102m²
2229,부산,2017,12,12767.699999999999,102m²~
2230,대구,2017,12,11751.3,모든면적
2231,대구,2017,12,11437.8,60m²
2232,대구,2017,12,11761.199999999999,60m²~85m²
2233,대구,2017,12,,85m²~102m²
2234,대구,2017,12,11691.9,102m²~
2235,광주,2017,12,9556.8,모든면적
2236,광주,2017,12,9160.8,60m²
2237,광주,2017,12,9537.0,60m²~85m²
2238,광주,2017,12,,85m²~102m²
2239,광주,2017,12,9454.5,102m²~
2240,대전,2017,12,8929.8,모든면적
2241,대전,2017,12,8672.4,60m²
2242,대전,2017,12,8877.0,60m²~85m²
2243,대전,2017,12,10121.1,85m²~102m²
2244,대전,2017,12,,102m²~
2245,울산,2017,12,10434.599999999999,모든면적
2246,울산,2017,12,,60m²
2247,울산,2017,12,10434.599999999999,60m²~85m²
2248,울산,2017,12,,85m²~102m²
2249,울산,2017,12,,102m²~
2250,세종,2017,12,10431.3,모든면적
2251,세종,2017,12,,60m²
2252,세종,2017,12,10441.199999999999,60m²~85m²
2253,세종,2017,12,10226.699999999999,85m²~102m²
2254,세종,2017,12,10649.099999999999,102m²~
2255,강원,2017,12,7596.599999999999,모든면적
2256,강원,2017,12,7269.9,60m²
2257,강원,2017,12,7566.9,60m²~85m²
2258,강원,2017,12,7388.7,85m²~102m²
2259,강원,2017,12,8906.699999999999,102m²~
2260,충북,2017,12,6854.099999999999,모든면적
2261,충북,2017,12,7269.9,60m²
2262,충북,2017,12,6850.799999999999,60m²~85m²
2263,충북,2017,12,7494.299999999999,85m²~102m²
2264,충북,2017,12,8263.199999999999,102m²~
2265,충남,2017,12,7778.099999999999,모든면적
2266,충남,2017,12,8269.8,60m²
2267,충남,2017,12,7830.9,60m²~85m²
2268,충남,2017,12,,85m²~102m²
2269,충남,2017,12,7533.9,102m²~
2270,전북,2017,12,7345.799999999999,모든면적
2271,전북,2017,12,7454.7,60m²
2272,전북,2017,12,7309.5,60m²~85m²
2273,전북,2017,12,7329.299999999999,85m²~102m²
2274,전북,2017,12,8028.9,102m²~
2275,전남,2017,12,7920.0,모든면적
2276,전남,2017,12,8009.099999999999,60m²
2277,전남,2017,12,7860.599999999999,60m²~85m²
2278,전남,2017,12,7560.299999999999,85m²~102m²
2279,전남,2017,12,7995.9,102m²~
2280,경북,2017,12,7887.0,모든면적
2281,경북,2017,12,7943.099999999999,60m²
2282,경북,2017,12,7863.9,60m²~85m²
2283,경북,2017,12,,85m²~102m²
2284,경북,2017,12,9850.5,102m²~
2285,경남,2017,12,8896.8,모든면적
2286,경남,2017,12,9187.199999999999,60m²
2287,경남,2017,12,8797.8,60m²~85m²
2288,경남,2017,12,9616.199999999999,85m²~102m²
2289,경남,2017,12,9358.8,102m²~
2290,제주,2017,12,11807.4,모든면적
2291,제주,2017,12,17754.0,60m²
2292,제주,2017,12,11441.099999999999,60m²~85m²
2293,제주,2017,12,,85m²~102m²
2294,제주,2017,12,9995.699999999999,102m²~
2295,서울,2018,1,21855.899999999998,모든면적
2296,서울,2018,1,22763.399999999998,60m²
2297,서울,2018,1,19328.1,60m²~85m²
2298,서울,2018,1,24677.399999999998,85m²~102m²
2299,서울,2018,1,22822.8,102m²~
2300,인천,2018,1,10998.9,모든면적
2301,인천,2018,1,11140.8,60m²
2302,인천,2018,1,10969.199999999999,60m²~85m²
2303,인천,2018,1,11477.4,85m²~102m²
2304,인천,2018,1,15955.5,102m²~
2305,경기,2018,1,12691.8,모든면적
2306,경기,2018,1,13592.699999999999,60m²
2307,경기,2018,1,12516.9,60m²~85m²
2308,경기,2018,1,14355.0,85m²~102m²
2309,경기,2018,1,15285.599999999999,102m²~
2310,부산,2018,1,12678.599999999999,모든면적
2311,부산,2018,1,12332.099999999999,60m²
2312,부산,2018,1,12549.9,60m²~85m²
2313,부산,2018,1,12183.599999999999,85m²~102m²
2314,부산,2018,1,12767.699999999999,102m²~
2315,대구,2018,1,11830.5,모든면적
2316,대구,2018,1,11619.3,60m²
2317,대구,2018,1,11837.099999999999,60m²~85m²
2318,대구,2018,1,,85m²~102m²
2319,대구,2018,1,11691.9,102m²~
2320,광주,2018,1,9550.199999999999,모든면적
2321,광주,2018,1,9160.8,60m²
2322,광주,2018,1,9527.1,60m²~85m²
2323,광주,2018,1,,85m²~102m²
2324,광주,2018,1,9454.5,102m²~
2325,대전,2018,1,9055.199999999999,모든면적
2326,대전,2018,1,8672.4,60m²
2327,대전,2018,1,9075.0,60m²~85m²
2328,대전,2018,1,10121.1,85m²~102m²
2329,대전,2018,1,,102m²~
2330,울산,2018,1,10434.599999999999,모든면적
2331,울산,2018,1,,60m²
2332,울산,2018,1,10434.599999999999,60m²~85m²
2333,울산,2018,1,,85m²~102m²
2334,울산,2018,1,,102m²~
2335,세종,2018,1,10431.3,모든면적
2336,세종,2018,1,,60m²
2337,세종,2018,1,10441.199999999999,60m²~85m²
2338,세종,2018,1,10226.699999999999,85m²~102m²
2339,세종,2018,1,10649.099999999999,102m²~
2340,강원,2018,1,7669.2,모든면적
2341,강원,2018,1,7312.799999999999,60m²
2342,강원,2018,1,7662.599999999999,60m²~85m²
2343,강원,2018,1,8550.3,85m²~102m²
2344,강원,2018,1,8923.199999999999,102m²~
2345,충북,2018,1,6854.099999999999,모든면적
2346,충북,2018,1,7269.9,60m²
2347,충북,2018,1,6850.799999999999,60m²~85m²
2348,충북,2018,1,7494.299999999999,85m²~102m²
2349,충북,2018,1,8263.199999999999,102m²~
2350,충남,2018,1,7900.2,모든면적
2351,충남,2018,1,7989.299999999999,60m²
2352,충남,2018,1,7949.7,60m²~85m²
2353,충남,2018,1,,85m²~102m²
2354,충남,2018,1,7533.9,102m²~
2355,전북,2018,1,7345.799999999999,모든면적
2356,전북,2018,1,7454.7,60m²
2357,전북,2018,1,7309.5,60m²~85m²
2358,전북,2018,1,7329.299999999999,85m²~102m²
2359,전북,2018,1,8028.9,102m²~
2360,전남,2018,1,7920.0,모든면적
2361,전남,2018,1,8009.099999999999,60m²
2362,전남,2018,1,7854.0,60m²~85m²
2363,전남,2018,1,8114.7,85m²~102m²
2364,전남,2018,1,8111.4,102m²~
2365,경북,2018,1,8055.299999999999,모든면적
2366,경북,2018,1,8332.5,60m²
2367,경북,2018,1,8035.5,60m²~85m²
2368,경북,2018,1,,85m²~102m²
2369,경북,2018,1,9461.1,102m²~
2370,경남,2018,1,8896.8,모든면적
2371,경남,2018,1,9187.199999999999,60m²
2372,경남,2018,1,8797.8,60m²~85m²
2373,경남,2018,1,9616.199999999999,85m²~102m²
2374,경남,2018,1,9358.8,102m²~
2375,제주,2018,1,11998.8,모든면적
2376,제주,2018,1,17754.0,60m²
2377,제주,2018,1,11589.599999999999,60m²~85m²
2378,제주,2018,1,,85m²~102m²
2379,제주,2018,1,9995.699999999999,102m²~
2380,서울,2018,2,21882.3,모든면적
2381,서울,2018,2,22793.1,60m²
2382,서울,2018,2,21030.899999999998,60m²~85m²
2383,서울,2018,2,24733.5,85m²~102m²
2384,서울,2018,2,22799.699999999997,102m²~
2385,인천,2018,2,11028.599999999999,모든면적
2386,인천,2018,2,11328.9,60m²
2387,인천,2018,2,11015.4,60m²~85m²
2388,인천,2018,2,11477.4,85m²~102m²
2389,인천,2018,2,15955.5,102m²~
2390,경기,2018,2,12790.8,모든면적
2391,경기,2018,2,14011.8,60m²
2392,경기,2018,2,12625.8,60m²~85m²
2393,경기,2018,2,14358.3,85m²~102m²
2394,경기,2018,2,15361.5,102m²~
2395,부산,2018,2,12705.0,모든면적
2396,부산,2018,2,12355.199999999999,60m²
2397,부산,2018,2,12579.599999999999,60m²~85m²
2398,부산,2018,2,12183.599999999999,85m²~102m²
2399,부산,2018,2,12767.699999999999,102m²~
2400,대구,2018,2,11101.199999999999,모든면적
2401,대구,2018,2,11619.3,60m²
2402,대구,2018,2,11104.5,60m²~85m²
2403,대구,2018,2,,85m²~102m²
2404,대구,2018,2,11691.9,102m²~
2405,광주,2018,2,9550.199999999999,모든면적
2406,광주,2018,2,9160.8,60m²
2407,광주,2018,2,9527.1,60m²~85m²
2408,광주,2018,2,,85m²~102m²
2409,광주,2018,2,9454.5,102m²~
2410,대전,2018,2,9527.1,모든면적
2411,대전,2018,2,8243.4,60m²
2412,대전,2018,2,9510.6,60m²~85m²
2413,대전,2018,2,10121.1,85m²~102m²
2414,대전,2018,2,,102m²~
2415,울산,2018,2,10474.199999999999,모든면적
2416,울산,2018,2,,60m²
2417,울산,2018,2,10474.199999999999,60m²~85m²
2418,울산,2018,2,,85m²~102m²
2419,울산,2018,2,,102m²~
2420,세종,2018,2,10431.3,모든면적
2421,세종,2018,2,,60m²
2422,세종,2018,2,10441.199999999999,60m²~85m²
2423,세종,2018,2,10226.699999999999,85m²~102m²
2424,세종,2018,2,10649.099999999999,102m²~
2425,강원,2018,2,7665.9,모든면적
2426,강원,2018,2,7431.599999999999,60m²
2427,강원,2018,2,7656.0,60m²~85m²
2428,강원,2018,2,8563.5,85m²~102m²
2429,강원,2018,2,9424.8,102m²~
2430,충북,2018,2,7147.799999999999,모든면적
2431,충북,2018,2,7748.4,60m²
2432,충북,2018,2,7144.5,60m²~85m²
2433,충북,2018,2,7494.299999999999,85m²~102m²
2434,충북,2018,2,8200.5,102m²~
2435,충남,2018,2,7900.2,모든면적
2436,충남,2018,2,7989.299999999999,60m²
2437,충남,2018,2,7949.7,60m²~85m²
2438,충남,2018,2,,85m²~102m²
2439,충남,2018,2,7533.9,102m²~
2440,전북,2018,2,7500.9,모든면적
2441,전북,2018,2,7203.9,60m²
2442,전북,2018,2,7461.299999999999,60m²~85m²
2443,전북,2018,2,7329.299999999999,85m²~102m²
2444,전북,2018,2,8012.4,102m²~
2445,전남,2018,2,7774.799999999999,모든면적
2446,전남,2018,2,7352.4,60m²
2447,전남,2018,2,7712.099999999999,60m²~85m²
2448,전남,2018,2,8114.7,85m²~102m²
2449,전남,2018,2,7979.4,102m²~
2450,경북,2018,2,8055.299999999999,모든면적
2451,경북,2018,2,8332.5,60m²
2452,경북,2018,2,8035.5,60m²~85m²
2453,경북,2018,2,,85m²~102m²
2454,경북,2018,2,9461.1,102m²~
2455,경남,2018,2,8903.4,모든면적
2456,경남,2018,2,9187.199999999999,60m²
2457,경남,2018,2,8820.9,60m²~85m²
2458,경남,2018,2,9616.199999999999,85m²~102m²
2459,경남,2018,2,9358.8,102m²~
2460,제주,2018,2,12635.699999999999,모든면적
2461,제주,2018,2,18024.6,60m²
2462,제주,2018,2,11688.599999999999,60m²~85m²
2463,제주,2018,2,,85m²~102m²
2464,제주,2018,2,9995.699999999999,102m²~
2465,서울,2018,3,22558.8,모든면적
2466,서울,2018,3,23736.899999999998,60m²
2467,서울,2018,3,21624.899999999998,60m²~85m²
2468,서울,2018,3,25815.899999999998,85m²~102m²
2469,서울,2018,3,23898.6,102m²~
2470,인천,2018,3,11408.099999999999,모든면적
2471,인천,2018,3,12388.199999999999,60m²
2472,인천,2018,3,11378.4,60m²~85m²
2473,인천,2018,3,11203.5,85m²~102m²
2474,인천,2018,3,15955.5,102m²~
2475,경기,2018,3,12790.8,모든면적
2476,경기,2018,3,14018.4,60m²
2477,경기,2018,3,12625.8,60m²~85m²
2478,경기,2018,3,14091.0,85m²~102m²
2479,경기,2018,3,15315.3,102m²~
2480,부산,2018,3,12596.099999999999,모든면적
2481,부산,2018,3,12058.199999999999,60m²
2482,부산,2018,3,12503.699999999999,60m²~85m²
2483,부산,2018,3,12183.599999999999,85m²~102m²
2484,부산,2018,3,12639.0,102m²~
2485,대구,2018,3,11193.599999999999,모든면적
2486,대구,2018,3,11619.3,60m²
2487,대구,2018,3,11233.199999999999,60m²~85m²
2488,대구,2018,3,,85m²~102m²
2489,대구,2018,3,11691.9,102m²~
2490,광주,2018,3,9669.0,모든면적
2491,광주,2018,3,9160.8,60m²
2492,광주,2018,3,9649.199999999999,60m²~85m²
2493,광주,2018,3,,85m²~102m²
2494,광주,2018,3,9454.5,102m²~
2495,대전,2018,3,9527.1,모든면적
2496,대전,2018,3,8243.4,60m²
2497,대전,2018,3,9510.6,60m²~85m²
2498,대전,2018,3,10121.1,85m²~102m²
2499,대전,2018,3,,102m²~
2500,울산,2018,3,10474.199999999999,모든면적
2501,울산,2018,3,,60m²
2502,울산,2018,3,10474.199999999999,60m²~85m²
2503,울산,2018,3,,85m²~102m²
2504,울산,2018,3,,102m²~
2505,세종,2018,3,10431.3,모든면적
2506,세종,2018,3,,60m²
2507,세종,2018,3,10441.199999999999,60m²~85m²
2508,세종,2018,3,10226.699999999999,85m²~102m²
2509,세종,2018,3,10649.099999999999,102m²~
2510,강원,2018,3,7890.299999999999,모든면적
2511,강원,2018,3,7487.7,60m²
2512,강원,2018,3,7877.099999999999,60m²~85m²
2513,강원,2018,3,9339.0,85m²~102m²
2514,강원,2018,3,9645.9,102m²~
2515,충북,2018,3,8101.5,모든면적
2516,충북,2018,3,7748.4,60m²
2517,충북,2018,3,8104.799999999999,60m²~85m²
2518,충북,2018,3,8154.299999999999,85m²~102m²
2519,충북,2018,3,8190.599999999999,102m²~
2520,충남,2018,3,7900.2,모든면적
2521,충남,2018,3,7989.299999999999,60m²
2522,충남,2018,3,7949.7,60m²~85m²
2523,충남,2018,3,,85m²~102m²
2524,충남,2018,3,7533.9,102m²~
2525,전북,2018,3,7467.9,모든면적
2526,전북,2018,3,7203.9,60m²
2527,전북,2018,3,7425.0,60m²~85m²
2528,전북,2018,3,7329.299999999999,85m²~102m²
2529,전북,2018,3,8012.4,102m²~
2530,전남,2018,3,7748.4,모든면적
2531,전남,2018,3,7352.4,60m²
2532,전남,2018,3,7708.799999999999,60m²~85m²
2533,전남,2018,3,8669.1,85m²~102m²
2534,전남,2018,3,8061.9,102m²~
2535,경북,2018,3,8052.0,모든면적
2536,경북,2018,3,8332.5,60m²
2537,경북,2018,3,7989.299999999999,60m²~85m²
2538,경북,2018,3,,85m²~102m²
2539,경북,2018,3,9200.4,102m²~
2540,경남,2018,3,8900.1,모든면적
2541,경남,2018,3,9197.1,60m²
2542,경남,2018,3,8817.6,60m²~85m²
2543,경남,2018,3,9428.1,85m²~102m²
2544,경남,2018,3,9560.1,102m²~
2545,제주,2018,3,12952.5,모든면적
2546,제주,2018,3,18024.6,60m²
2547,제주,2018,3,12008.699999999999,60m²~85m²
2548,제주,2018,3,,85m²~102m²
2549,제주,2018,3,9995.699999999999,102m²~
2550,서울,2018,4,22575.3,모든면적
2551,서울,2018,4,23746.8,60m²
2552,서울,2018,4,21648.0,60m²~85m²
2553,서울,2018,4,25815.899999999998,85m²~102m²
2554,서울,2018,4,23898.6,102m²~
2555,인천,2018,4,11408.099999999999,모든면적
2556,인천,2018,4,12388.199999999999,60m²
2557,인천,2018,4,11378.4,60m²~85m²
2558,인천,2018,4,11203.5,85m²~102m²
2559,인천,2018,4,15955.5,102m²~
2560,경기,2018,4,12734.699999999999,모든면적
2561,경기,2018,4,14044.8,60m²
2562,경기,2018,4,12658.8,60m²~85m²
2563,경기,2018,4,14338.5,85m²~102m²
2564,경기,2018,4,15163.5,102m²~
2565,부산,2018,4,12747.9,모든면적
2566,부산,2018,4,12058.199999999999,60m²
2567,부산,2018,4,12655.5,60m²~85m²
2568,부산,2018,4,12183.599999999999,85m²~102m²
2569,부산,2018,4,12639.0,102m²~
2570,대구,2018,4,11629.199999999999,모든면적
2571,대구,2018,4,11903.099999999999,60m²
2572,대구,2018,4,11635.8,60m²~85m²
2573,대구,2018,4,9939.6,85m²~102m²
2574,대구,2018,4,9787.8,102m²~
2575,광주,2018,4,9520.5,모든면적
2576,광주,2018,4,9160.8,60m²
2577,광주,2018,4,9537.0,60m²~85m²
2578,광주,2018,4,,85m²~102m²
2579,광주,2018,4,8094.9,102m²~
2580,대전,2018,4,9807.6,모든면적
2581,대전,2018,4,8243.4,60m²
2582,대전,2018,4,9824.1,60m²~85m²
2583,대전,2018,4,10121.1,85m²~102m²
2584,대전,2018,4,,102m²~
2585,울산,2018,4,10474.199999999999,모든면적
2586,울산,2018,4,,60m²
2587,울산,2018,4,10474.199999999999,60m²~85m²
2588,울산,2018,4,,85m²~102m²
2589,울산,2018,4,,102m²~
2590,세종,2018,4,10332.3,모든면적
2591,세종,2018,4,10111.199999999999,60m²
2592,세종,2018,4,10385.099999999999,60m²~85m²
2593,세종,2018,4,10355.4,85m²~102m²
2594,세종,2018,4,10345.5,102m²~
2595,강원,2018,4,7514.099999999999,모든면적
2596,강원,2018,4,7487.7,60m²
2597,강원,2018,4,7500.9,60m²~85m²
2598,강원,2018,4,9339.0,85m²~102m²
2599,강원,2018,4,8616.3,102m²~
2600,충북,2018,4,8682.3,모든면적
2601,충북,2018,4,7748.4,60m²
2602,충북,2018,4,8682.3,60m²~85m²
2603,충북,2018,4,8814.3,85m²~102m²
2604,충북,2018,4,8844.0,102m²~
2605,충남,2018,4,7900.2,모든면적
2606,충남,2018,4,7989.299999999999,60m²
2607,충남,2018,4,7949.7,60m²~85m²
2608,충남,2018,4,,85m²~102m²
2609,충남,2018,4,7533.9,102m²~
2610,전북,2018,4,7646.099999999999,모든면적
2611,전북,2018,4,8586.6,60m²
2612,전북,2018,4,7563.599999999999,60m²~85m²
2613,전북,2018,4,8698.8,85m²~102m²
2614,전북,2018,4,9220.199999999999,102m²~
2615,전남,2018,4,7771.5,모든면적
2616,전남,2018,4,7352.4,60m²
2617,전남,2018,4,7738.5,60m²~85m²
2618,전남,2018,4,8669.1,85m²~102m²
2619,전남,2018,4,8147.7,102m²~
2620,경북,2018,4,8052.0,모든면적
2621,경북,2018,4,8154.299999999999,60m²
2622,경북,2018,4,7992.599999999999,60m²~85m²
2623,경북,2018,4,,85m²~102m²
2624,경북,2018,4,9200.4,102m²~
2625,경남,2018,4,8877.0,모든면적
2626,경남,2018,4,9035.4,60m²
2627,경남,2018,4,8807.699999999999,60m²~85m²
2628,경남,2018,4,9428.1,85m²~102m²
2629,경남,2018,4,9444.6,102m²~
2630,제주,2018,4,12952.5,모든면적
2631,제주,2018,4,18024.6,60m²
2632,제주,2018,4,12008.699999999999,60m²~85m²
2633,제주,2018,4,,85m²~102m²
2634,제주,2018,4,9995.699999999999,102m²~
2635,서울,2018,5,22832.699999999997,모든면적
2636,서울,2018,5,24149.399999999998,60m²
2637,서울,2018,5,21879.0,60m²~85m²
2638,서울,2018,5,26723.399999999998,85m²~102m²
2639,서울,2018,5,23931.6,102m²~
2640,인천,2018,5,11338.8,모든면적
2641,인천,2018,5,11398.199999999999,60m²
2642,인천,2018,5,11771.099999999999,60m²~85m²
2643,인천,2018,5,11451.0,85m²~102m²
2644,인천,2018,5,15955.5,102m²~
2645,경기,2018,5,13157.099999999999,모든면적
2646,경기,2018,5,14602.5,60m²
2647,경기,2018,5,13180.199999999999,60m²~85m²
2648,경기,2018,5,14668.5,85m²~102m²
2649,경기,2018,5,14906.099999999999,102m²~
2650,부산,2018,5,12714.9,모든면적
2651,부산,2018,5,12223.199999999999,60m²
2652,부산,2018,5,12612.599999999999,60m²~85m²
2653,부산,2018,5,12226.5,85m²~102m²
2654,부산,2018,5,12672.0,102m²~
2655,대구,2018,5,12048.3,모든면적
2656,대구,2018,5,11992.199999999999,60m²
2657,대구,2018,5,12031.8,60m²~85m²
2658,대구,2018,5,9939.6,85m²~102m²
2659,대구,2018,5,14978.699999999999,102m²~
2660,광주,2018,5,9589.8,모든면적
2661,광주,2018,5,9160.8,60m²
2662,광주,2018,5,9606.3,60m²~85m²
2663,광주,2018,5,,85m²~102m²
2664,광주,2018,5,8094.9,102m²~
2665,대전,2018,5,9807.6,모든면적
2666,대전,2018,5,8243.4,60m²
2667,대전,2018,5,9824.1,60m²~85m²
2668,대전,2018,5,10121.1,85m²~102m²
2669,대전,2018,5,,102m²~
2670,울산,2018,5,10474.199999999999,모든면적
2671,울산,2018,5,,60m²
